ItemIdentifier,ItemWeight,ItemFatContent,ItemVisibility,ItemType,ItemMRP,OutletIdentifier,OutletSize,OutletLocationType,OutletType,YearsSinceEstablishment
FDF20,12.85,1,0.033213888,2,195.2768,OUT035,1,Tier 2,Supermarket Type1,20
NCO41,12.5,1,0.018925644,2,97.3384,OUT018,2,Tier 3,Supermarket Type2,15
DRM35,9.695,1,0.070444556,8,179.4344,OUT046,1,Tier 1,Supermarket Type1,27
DRN36,15.2,1,0.050382246,8,94.2752,OUT018,2,Tier 3,Supermarket Type2,15
FDQ13,11.1,1,0.010641608,12,84.0908,OUT046,1,Tier 1,Supermarket Type1,27
NCD43,8.85,1,0.0,3,104.3964,OUT035,1,Tier 2,Supermarket Type1,20
FDA51,8.05,2,0.165350432,6,114.2518,OUT018,2,Tier 3,Supermarket Type2,15
NCZ17,12.15,1,0.079555138,2,39.4506,OUT049,2,Tier 1,Supermarket Type1,25
FDW34,9.6,1,0.035634451,1,242.917,OUT049,2,Tier 1,Supermarket Type1,25
FDS09,8.895,2,0.081088481,1,50.2008,OUT046,1,Tier 1,Supermarket Type1,27
FDS48,15.15,1,0.027892415,5,150.9708,OUT018,2,Tier 3,Supermarket Type2,15
FDL44,18.25,1,0.012294203,2,162.8894,OUT049,2,Tier 1,Supermarket Type1,25
DRF48,5.73,1,0.052012483,8,187.5898,OUT018,2,Tier 3,Supermarket Type2,15
FDA14,16.1,1,0.0,6,147.876,OUT018,2,Tier 3,Supermarket Type2,15
NCD30,19.7,1,0.026891006,3,96.5726,OUT049,2,Tier 1,Supermarket Type1,25
NCG06,16.35,1,0.029439793,3,258.5646,OUT035,1,Tier 2,Supermarket Type1,20
DRZ24,7.535,1,0.081772054,8,120.444,OUT035,1,Tier 2,Supermarket Type1,20
FDE10,6.67,2,0.089931111,1,130.0626,OUT035,1,Tier 2,Supermarket Type1,20
FDM12,16.7,2,0.070201806,5,187.9214,OUT018,2,Tier 3,Supermarket Type2,15
FDE24,14.85,1,0.093607933,5,140.4812,OUT049,2,Tier 1,Supermarket Type1,25
FDR22,19.35,2,0.018559094,1,113.1544,OUT035,1,Tier 2,Supermarket Type1,20
FDY39,5.305,2,0.047028693,7,185.3608,OUT046,1,Tier 1,Supermarket Type1,27
FDV36,18.7,1,0.026342897,5,125.702,OUT049,2,Tier 1,Supermarket Type1,25
FDU40,20.85,1,0.037462127,4,194.2478,OUT049,2,Tier 1,Supermarket Type1,25
DRF15,18.35,1,0.03320771,6,151.834,OUT035,1,Tier 2,Supermarket Type1,20
FDS49,9.0,1,0.079345519,12,77.0644,OUT046,1,Tier 1,Supermarket Type1,27
FDV22,14.85,2,0.009938784,1,157.863,OUT046,1,Tier 1,Supermarket Type1,27
NCV42,6.26,1,0.031421979,3,109.3228,OUT046,1,Tier 1,Supermarket Type1,27
FDX26,17.7,1,0.087808521,6,184.3292,OUT046,1,Tier 1,Supermarket Type1,27
FDI33,16.5,1,0.028534583,1,89.8146,OUT018,2,Tier 3,Supermarket Type2,15
FDZ14,7.71,2,0.047662684,6,121.0756,OUT049,2,Tier 1,Supermarket Type1,25
FDG10,6.63,2,0.010930195,1,56.3588,OUT013,3,Tier 3,Supermarket Type1,37
FDM38,5.885,2,0.09314922,12,50.7982,OUT018,2,Tier 3,Supermarket Type2,15
FDH46,6.935,2,0.04127448,1,101.6332,OUT035,1,Tier 2,Supermarket Type1,20
FDN13,18.6,1,0.152677702,11,99.9358,OUT018,2,Tier 3,Supermarket Type2,15
FDU57,8.27,2,0.089537252,1,149.7708,OUT035,1,Tier 2,Supermarket Type1,20
NCI06,11.3,1,0.04771769,3,179.666,OUT046,1,Tier 1,Supermarket Type1,27
FDV59,13.35,1,0.047987076,9,217.0166,OUT013,3,Tier 3,Supermarket Type1,37
FDB49,8.3,2,0.03014565,5,100.5384,OUT035,1,Tier 2,Supermarket Type1,20
FDD58,7.76,1,0.059444518,1,101.37,OUT049,2,Tier 1,Supermarket Type1,25
DRN59,15.0,1,0.064141622,8,45.306,OUT046,1,Tier 1,Supermarket Type1,27
FDX48,17.75,2,0.037946799,5,153.3656,OUT049,2,Tier 1,Supermarket Type1,25
FDQ11,5.695,2,0.067806182,9,255.1988,OUT049,2,Tier 1,Supermarket Type1,25
FDY12,9.8,2,0.140829653,5,52.5008,OUT049,2,Tier 1,Supermarket Type1,25
DRB13,6.115,2,0.007073035,8,189.753,OUT018,2,Tier 3,Supermarket Type2,15
FDS21,19.85,2,0.020872204,1,62.4194,OUT035,1,Tier 2,Supermarket Type1,20
NCE55,8.92,1,0.129820371,3,176.137,OUT013,3,Tier 3,Supermarket Type1,37
FDS12,9.1,1,0.174389257,5,125.7362,OUT049,2,Tier 1,Supermarket Type1,25
FDB60,9.3,1,0.028522089,5,195.0136,OUT046,1,Tier 1,Supermarket Type1,27
DRF25,9.0,1,0.039083816,8,35.419,OUT018,2,Tier 3,Supermarket Type2,15
NCK42,7.475,1,0.013117547,3,214.3192,OUT035,1,Tier 2,Supermarket Type1,20
FDZ50,12.8,2,0.079398454,6,184.5608,OUT018,2,Tier 3,Supermarket Type2,15
FDC04,15.6,1,0.044985646,6,242.4854,OUT046,1,Tier 1,Supermarket Type1,27
FDF50,4.905,1,0.0,12,195.9768,OUT049,2,Tier 1,Supermarket Type1,25
FDK46,9.6,1,0.051457663,1,258.962,OUT035,1,Tier 2,Supermarket Type1,20
FDZ56,16.25,1,0.025841822,2,168.9474,OUT018,2,Tier 3,Supermarket Type2,15
FDY60,10.5,2,0.0,5,143.5128,OUT049,2,Tier 1,Supermarket Type1,25
FDB10,10.0,1,0.067195414,1,236.859,OUT035,1,Tier 2,Supermarket Type1,20
FDU58,6.61,2,0.029056831,1,186.9898,OUT049,2,Tier 1,Supermarket Type1,25
FDH02,7.27,2,0.020781144,12,88.7488,OUT046,1,Tier 1,Supermarket Type1,27
FDP48,7.52,2,0.043986578,5,182.295,OUT013,3,Tier 3,Supermarket Type1,37
FDI46,9.5,1,0.07433121,1,251.9724,OUT035,1,Tier 2,Supermarket Type1,20
FDW56,7.68,1,0.070841281,2,193.1162,OUT013,3,Tier 3,Supermarket Type1,37
FDK24,9.195,1,0.10121065,5,44.4744,OUT013,3,Tier 3,Supermarket Type1,37
FDL32,15.7,2,0.122965811,2,113.2544,OUT018,2,Tier 3,Supermarket Type2,15
FDA28,16.1,2,0.047876203,4,126.0362,OUT049,2,Tier 1,Supermarket Type1,25
FDY36,12.3,1,0.009448862,5,74.538,OUT018,2,Tier 3,Supermarket Type2,15
FDP32,6.65,1,0.088026614,2,127.2678,OUT018,2,Tier 3,Supermarket Type2,15
FDL50,12.15,2,0.042313078,12,123.2046,OUT046,1,Tier 1,Supermarket Type1,27
DRC24,17.85,1,0.024859869,8,151.7998,OUT049,2,Tier 1,Supermarket Type1,25
NCV18,6.775,1,0.105158282,3,84.925,OUT013,3,Tier 3,Supermarket Type1,37
FDX07,19.2,2,0.022918812,2,183.995,OUT046,1,Tier 1,Supermarket Type1,27
NCI31,20.0,1,0.08125948,12,36.819,OUT013,3,Tier 3,Supermarket Type1,37
FDK14,6.98,1,0.041169697,12,83.2934,OUT049,2,Tier 1,Supermarket Type1,25
NCF54,18.0,1,0.047450712,3,173.2422,OUT049,2,Tier 1,Supermarket Type1,25
FDD53,16.2,1,0.044222497,4,43.5454,OUT046,1,Tier 1,Supermarket Type1,27
FDR40,9.1,2,0.008032868,4,79.1618,OUT035,1,Tier 2,Supermarket Type1,20
FDT10,16.7,2,0.062032774,1,60.6562,OUT035,1,Tier 2,Supermarket Type1,20
FDY32,7.605,1,0.129133491,2,163.721,OUT013,3,Tier 3,Supermarket Type1,37
FDN50,16.85,2,0.026514812,12,93.312,OUT035,1,Tier 2,Supermarket Type1,20
NCD07,9.1,1,0.055418261,3,112.0518,OUT035,1,Tier 2,Supermarket Type1,20
FDS02,10.195,2,0.0,6,196.7794,OUT018,2,Tier 3,Supermarket Type2,15
DRN59,15.0,1,0.064402907,8,48.306,OUT018,2,Tier 3,Supermarket Type2,15
DRB24,8.785,1,0.020560102,8,155.5656,OUT013,3,Tier 3,Supermarket Type1,37
DRB01,7.39,1,0.082574393,8,190.253,OUT018,2,Tier 3,Supermarket Type2,15
FDR47,17.85,1,0.087468656,9,195.7794,OUT046,1,Tier 1,Supermarket Type1,27
FDS10,19.2,1,0.035240292,1,178.7318,OUT049,2,Tier 1,Supermarket Type1,25
FDN52,9.395,2,0.131545005,4,87.3198,OUT035,1,Tier 2,Supermarket Type1,20
FDZ48,17.75,1,0.075896411,5,113.3544,OUT013,3,Tier 3,Supermarket Type1,37
FDJ48,11.3,1,0.056522558,5,248.6118,OUT049,2,Tier 1,Supermarket Type1,25
FDL32,15.7,2,0.122443776,2,111.3544,OUT035,1,Tier 2,Supermarket Type1,20
FDZ12,9.17,1,0.102959345,5,142.147,OUT035,1,Tier 2,Supermarket Type1,20
FDY22,16.5,2,0.159587755,1,142.6128,OUT013,3,Tier 3,Supermarket Type1,37
FDZ38,17.6,1,0.008013458,6,170.7422,OUT049,2,Tier 1,Supermarket Type1,25
NCO54,19.5,1,0.014271592,3,54.6614,OUT035,1,Tier 2,Supermarket Type1,20
FDR23,15.85,1,0.081772054,9,175.137,OUT035,1,Tier 2,Supermarket Type1,20
FDM38,5.885,2,0.092915543,12,54.5982,OUT049,2,Tier 1,Supermarket Type1,25
FDS25,6.885,2,0.139892043,12,112.4228,OUT013,3,Tier 3,Supermarket Type1,37
FDZ22,9.395,1,0.045232223,1,83.825,OUT013,3,Tier 3,Supermarket Type1,37
FDN03,9.8,2,0.015113426,7,248.7408,OUT049,2,Tier 1,Supermarket Type1,25
NCW30,5.21,1,0.011009897,3,258.4962,OUT046,1,Tier 1,Supermarket Type1,27
FDM15,11.8,2,0.0,7,152.2366,OUT049,2,Tier 1,Supermarket Type1,25
NCB42,11.8,1,0.008561176,2,115.8492,OUT046,1,Tier 1,Supermarket Type1,27
FDL16,12.85,1,0.168452861,4,46.606,OUT046,1,Tier 1,Supermarket Type1,27
NCP42,8.51,1,0.016110716,3,193.1478,OUT046,1,Tier 1,Supermarket Type1,27
FDR19,13.5,2,0.160371305,2,147.2102,OUT018,2,Tier 3,Supermarket Type2,15
FDV37,13.0,2,0.083513874,12,198.9426,OUT046,1,Tier 1,Supermarket Type1,27
FDF58,13.3,1,0.009596051,1,62.451,OUT049,2,Tier 1,Supermarket Type1,25
NCF43,8.51,1,0.052157514,3,141.947,OUT018,2,Tier 3,Supermarket Type2,15
FDN02,16.5,1,0.073942531,12,205.8638,OUT049,2,Tier 1,Supermarket Type1,25
NCP41,16.6,1,0.01620764,2,107.7596,OUT035,1,Tier 2,Supermarket Type1,20
FDE46,18.6,1,0.015833933,1,150.6366,OUT018,2,Tier 3,Supermarket Type2,15
FDY38,13.6,2,0.119153896,6,231.23,OUT035,1,Tier 2,Supermarket Type1,20
FDP44,16.5,2,0.080038295,2,103.0332,OUT018,2,Tier 3,Supermarket Type2,15
DRK23,8.395,1,0.071976647,8,253.004,OUT046,1,Tier 1,Supermarket Type1,27
NCW05,20.25,1,0.148072602,2,106.8938,OUT046,1,Tier 1,Supermarket Type1,27
FDF12,8.235,1,0.082556008,5,146.7076,OUT049,2,Tier 1,Supermarket Type1,25
FDN03,9.8,2,0.015151435,7,249.4408,OUT018,2,Tier 3,Supermarket Type2,15
DRJ37,10.8,1,0.061196379,8,150.5024,OUT049,2,Tier 1,Supermarket Type1,25
FDR51,9.035,2,0.173469718,7,149.3708,OUT046,1,Tier 1,Supermarket Type1,27
NCZ17,12.15,1,0.079365542,2,38.8506,OUT013,3,Tier 3,Supermarket Type1,37
FDU25,12.35,1,0.026659058,12,59.5246,OUT013,3,Tier 3,Supermarket Type1,37
FDH16,10.5,1,0.052545408,4,91.683,OUT035,1,Tier 2,Supermarket Type1,20
FDZ04,9.31,1,0.038109707,4,61.651,OUT018,2,Tier 3,Supermarket Type2,15
NCX53,20.1,1,0.0,2,142.3154,OUT035,1,Tier 2,Supermarket Type1,20
FDX09,9.0,1,0.06524927,1,177.037,OUT046,1,Tier 1,Supermarket Type1,27
NCW05,20.25,1,0.148675787,2,107.8938,OUT018,2,Tier 3,Supermarket Type2,15
FDI26,5.94,1,0.034886739,12,177.7344,OUT046,1,Tier 1,Supermarket Type1,27
NCK06,5.03,1,0.008646528,3,122.6756,OUT046,1,Tier 1,Supermarket Type1,27
NCA42,6.965,1,0.028548583,3,157.5604,OUT046,1,Tier 1,Supermarket Type1,27
FDC20,10.65,1,0.024008733,2,54.0272,OUT049,2,Tier 1,Supermarket Type1,25
DRC49,8.67,1,0.065703142,8,143.8128,OUT018,2,Tier 3,Supermarket Type2,15
FDX01,10.1,1,0.024144227,12,117.015,OUT013,3,Tier 3,Supermarket Type1,37
DRC24,17.85,1,0.024800623,8,153.0998,OUT013,3,Tier 3,Supermarket Type1,37
NCU06,17.6,1,0.074710165,3,229.101,OUT018,2,Tier 3,Supermarket Type2,15
DRL35,15.7,1,0.0,8,43.277,OUT018,2,Tier 3,Supermarket Type2,15
FDA49,19.7,1,0.064867738,12,86.6198,OUT013,3,Tier 3,Supermarket Type1,37
NCC55,10.695,1,0.063763137,3,36.5848,OUT046,1,Tier 1,Supermarket Type1,27
NCE55,8.92,1,0.130130499,3,176.737,OUT049,2,Tier 1,Supermarket Type1,25
NCT53,5.4,1,0.048076217,2,164.1526,OUT013,3,Tier 3,Supermarket Type1,37
FDS26,20.35,1,0.08946922,6,260.1594,OUT046,1,Tier 1,Supermarket Type1,27
FDL22,16.85,1,0.036538413,1,91.4488,OUT018,2,Tier 3,Supermarket Type2,15
FDC52,11.15,2,0.008313629,6,149.5708,OUT018,2,Tier 3,Supermarket Type2,15
FDZ23,17.75,2,0.0675028,5,187.124,OUT046,1,Tier 1,Supermarket Type1,27
NCT18,14.6,1,0.059355717,3,182.6976,OUT013,3,Tier 3,Supermarket Type1,37
FDR13,9.895,2,0.028720832,12,116.7492,OUT046,1,Tier 1,Supermarket Type1,27
FDZ60,20.5,1,0.119262481,5,108.8596,OUT013,3,Tier 3,Supermarket Type1,37
FDB11,16.0,1,0.06084803,10,225.7404,OUT046,1,Tier 1,Supermarket Type1,27
FDC10,9.8,2,0.073174546,1,119.8098,OUT018,2,Tier 3,Supermarket Type2,15
FDW56,7.68,1,0.070886876,2,193.9162,OUT035,1,Tier 2,Supermarket Type1,20
FDP15,15.2,1,0.083926694,7,257.133,OUT035,1,Tier 2,Supermarket Type1,20
FDV27,7.97,2,0.039982468,7,87.6514,OUT035,1,Tier 2,Supermarket Type1,20
NCF19,13.0,1,0.035163317,3,50.2034,OUT049,2,Tier 1,Supermarket Type1,25
FDE56,17.25,2,0.159195426,2,63.8194,OUT046,1,Tier 1,Supermarket Type1,27
FDZ19,6.425,1,0.093437228,2,177.7712,OUT035,1,Tier 2,Supermarket Type1,20
FDZ46,7.485,1,0.069066197,1,112.1228,OUT013,3,Tier 3,Supermarket Type1,37
FDR16,5.845,2,0.105018002,4,212.8218,OUT046,1,Tier 1,Supermarket Type1,27
FDG29,17.6,1,0.056521229,4,42.1454,OUT018,2,Tier 3,Supermarket Type2,15
FDZ40,8.935,1,0.040182749,4,52.9298,OUT046,1,Tier 1,Supermarket Type1,27
FDG58,10.695,2,0.087134714,1,155.4972,OUT018,2,Tier 3,Supermarket Type2,15
DRH03,17.25,1,0.035035139,6,94.912,OUT013,3,Tier 3,Supermarket Type1,37
FDV04,7.825,2,0.150626333,4,157.6288,OUT018,2,Tier 3,Supermarket Type2,15
FDZ10,17.85,1,0.044644617,1,126.202,OUT018,2,Tier 3,Supermarket Type2,15
FDY44,14.15,2,0.024399944,2,194.711,OUT035,1,Tier 2,Supermarket Type1,20
FDB21,7.475,1,0.148397009,2,242.4854,OUT013,3,Tier 3,Supermarket Type1,37
FDS20,8.85,1,0.053856727,2,182.4292,OUT035,1,Tier 2,Supermarket Type1,20
FDS49,9.0,1,0.07946888,12,79.6644,OUT049,2,Tier 1,Supermarket Type1,25
NCQ02,12.6,1,0.007486838,3,186.7556,OUT018,2,Tier 3,Supermarket Type2,15
FDR25,17.0,2,0.139405824,12,264.6884,OUT013,3,Tier 3,Supermarket Type1,37
FDB46,10.5,2,0.093763866,1,213.3244,OUT046,1,Tier 1,Supermarket Type1,27
NCC30,16.6,1,0.027691544,3,179.2344,OUT018,2,Tier 3,Supermarket Type2,15
FDE58,18.5,1,0.052058877,1,119.7124,OUT035,1,Tier 2,Supermarket Type1,20
FDY15,18.25,2,0.170828047,6,157.163,OUT046,1,Tier 1,Supermarket Type1,27
FDG14,9.0,2,0.050500713,12,149.8024,OUT046,1,Tier 1,Supermarket Type1,27
FDL08,10.8,1,0.0,2,243.4144,OUT049,2,Tier 1,Supermarket Type1,25
FDQ47,7.155,2,0.168046416,9,33.8874,OUT013,3,Tier 3,Supermarket Type1,37
FDN12,15.6,1,0.081088593,5,110.0544,OUT035,1,Tier 2,Supermarket Type1,20
FDW10,21.2,1,0.070617466,1,178.237,OUT013,3,Tier 3,Supermarket Type1,37
FDD02,16.6,1,0.050281492,12,117.7124,OUT035,1,Tier 2,Supermarket Type1,20
FDT35,19.85,2,0.081455379,9,169.5816,OUT046,1,Tier 1,Supermarket Type1,27
FDB59,18.25,1,0.01527601,1,199.4084,OUT035,1,Tier 2,Supermarket Type1,20
FDU60,20.0,2,0.059901045,5,168.8132,OUT046,1,Tier 1,Supermarket Type1,27
FDS03,7.825,1,0.079752411,7,66.2826,OUT049,2,Tier 1,Supermarket Type1,25
DRH15,8.775,1,0.110082155,6,45.7428,OUT049,2,Tier 1,Supermarket Type1,25
FDQ01,19.7,2,0.160701642,12,253.5014,OUT046,1,Tier 1,Supermarket Type1,27
FDF28,15.7,2,0.037857561,4,124.8046,OUT035,1,Tier 2,Supermarket Type1,20
FDY19,19.75,1,0.041364935,2,117.7466,OUT046,1,Tier 1,Supermarket Type1,27
FDN33,6.305,2,0.123092484,1,92.9436,OUT035,1,Tier 2,Supermarket Type1,20
FDV36,18.7,1,0.026297031,5,126.202,OUT035,1,Tier 2,Supermarket Type1,20
FDJ28,12.3,1,0.021894973,4,192.4162,OUT049,2,Tier 1,Supermarket Type1,25
FDB17,13.15,1,0.036665173,4,179.1976,OUT035,1,Tier 2,Supermarket Type1,20
FDM40,10.195,1,0.160185608,4,140.8154,OUT049,2,Tier 1,Supermarket Type1,25
FDQ44,20.5,1,0.036196486,2,119.5756,OUT049,2,Tier 1,Supermarket Type1,25
NCD42,16.5,1,0.012637846,2,37.2506,OUT046,1,Tier 1,Supermarket Type1,27
DRH37,17.6,1,0.041616357,8,163.8526,OUT046,1,Tier 1,Supermarket Type1,27
FDR10,17.6,1,0.010080792,1,163.5552,OUT018,2,Tier 3,Supermarket Type2,15
FDI53,8.895,2,0.137644954,4,161.2236,OUT046,1,Tier 1,Supermarket Type1,27
FDG16,15.25,1,0.089799825,4,216.4192,OUT035,1,Tier 2,Supermarket Type1,20
DRB25,12.3,1,0.069459722,8,107.1938,OUT046,1,Tier 1,Supermarket Type1,27
FDY09,15.6,1,0.025200149,1,175.2054,OUT046,1,Tier 1,Supermarket Type1,27
FDT47,5.26,2,0.024504201,9,95.9068,OUT035,1,Tier 2,Supermarket Type1,20
NCS38,8.6,1,0.090174377,3,113.4176,OUT035,1,Tier 2,Supermarket Type1,20
FDO39,6.985,2,0.137340909,7,182.8608,OUT035,1,Tier 2,Supermarket Type1,20
FDA13,15.85,1,0.078554948,12,38.7506,OUT046,1,Tier 1,Supermarket Type1,27
FDO48,15.0,2,0.026835691,5,220.9456,OUT035,1,Tier 2,Supermarket Type1,20
FDD53,16.2,1,0.04440264,4,39.9454,OUT018,2,Tier 3,Supermarket Type2,15
NCT05,10.895,1,0.020984423,2,255.9672,OUT049,2,Tier 1,Supermarket Type1,25
FDU60,20.0,2,0.059851197,5,167.3132,OUT013,3,Tier 3,Supermarket Type1,37
FDC59,16.7,2,0.054628903,10,62.5168,OUT046,1,Tier 1,Supermarket Type1,27
FDP36,10.395,2,0.091155163,5,52.2008,OUT035,1,Tier 2,Supermarket Type1,20
FDL16,12.85,1,0.168421008,4,44.606,OUT035,1,Tier 2,Supermarket Type1,20
FDE50,19.7,2,0.016271661,12,188.1556,OUT018,2,Tier 3,Supermarket Type2,15
NCR18,15.85,1,0.020470576,3,44.5112,OUT013,3,Tier 3,Supermarket Type1,37
NCD30,19.7,1,0.026844186,3,97.6726,OUT035,1,Tier 2,Supermarket Type1,20
FDH31,12.0,2,0.02039417,7,100.1042,OUT013,3,Tier 3,Supermarket Type1,37
FDC47,15.0,1,0.119075479,1,229.7694,OUT049,2,Tier 1,Supermarket Type1,25
FDM01,7.895,2,0.094714208,11,102.5332,OUT049,2,Tier 1,Supermarket Type1,25
FDF24,15.5,2,0.025349355,5,82.8934,OUT013,3,Tier 3,Supermarket Type1,37
FDY52,6.365,1,0.00737822,4,61.3536,OUT018,2,Tier 3,Supermarket Type2,15
FDR25,17.0,2,0.13973885,12,266.4884,OUT049,2,Tier 1,Supermarket Type1,25
DRJ51,14.1,1,0.088352351,6,230.7668,OUT018,2,Tier 3,Supermarket Type2,15
NCU06,17.6,1,0.074392992,3,230.101,OUT035,1,Tier 2,Supermarket Type1,20
NCV18,6.775,1,0.105674592,3,81.825,OUT018,2,Tier 3,Supermarket Type2,15
FDZ01,8.975,2,0.009095747,12,104.399,OUT018,2,Tier 3,Supermarket Type2,15
FDS44,12.65,2,0.155914104,2,239.5538,OUT013,3,Tier 3,Supermarket Type1,37
NCY53,20.0,1,0.058572263,2,112.6544,OUT049,2,Tier 1,Supermarket Type1,25
FDF32,16.35,1,0.068186803,2,199.3426,OUT049,2,Tier 1,Supermarket Type1,25
FDB20,7.72,1,0.051980667,2,76.1986,OUT046,1,Tier 1,Supermarket Type1,27
DRH11,5.98,1,0.075543678,8,57.1614,OUT035,1,Tier 2,Supermarket Type1,20
FDT03,21.25,1,0.010014308,7,185.7608,OUT049,2,Tier 1,Supermarket Type1,25
NCH06,12.3,1,0.076539909,3,245.246,OUT035,1,Tier 2,Supermarket Type1,20
FDR55,12.15,2,0.132288896,2,187.8872,OUT049,2,Tier 1,Supermarket Type1,25
FDI10,8.51,2,0.078389501,1,171.7422,OUT035,1,Tier 2,Supermarket Type1,20
FDM12,16.7,2,0.070025696,5,187.8214,OUT049,2,Tier 1,Supermarket Type1,25
NCS41,12.85,1,0.053399539,2,182.7608,OUT013,3,Tier 3,Supermarket Type1,37
NCT53,5.4,1,0.048191066,2,162.8526,OUT049,2,Tier 1,Supermarket Type1,25
NCD55,14.0,1,0.024310931,3,39.9454,OUT013,3,Tier 3,Supermarket Type1,37
FDY08,9.395,2,0.171341198,2,141.3838,OUT049,2,Tier 1,Supermarket Type1,25
NCP55,14.65,1,0.011207422,12,54.4614,OUT049,2,Tier 1,Supermarket Type1,25
FDA33,6.48,1,0.033871687,1,147.9076,OUT013,3,Tier 3,Supermarket Type1,37
FDQ33,13.35,1,0.091131261,1,148.6708,OUT013,3,Tier 3,Supermarket Type1,37
FDT26,18.85,2,0.067896957,6,120.944,OUT013,3,Tier 3,Supermarket Type1,37
NCV53,8.27,1,0.018842851,2,238.988,OUT049,2,Tier 1,Supermarket Type1,25
NCJ29,10.6,1,0.035192926,2,83.4224,OUT046,1,Tier 1,Supermarket Type1,27
FDX21,7.05,1,0.084895314,1,110.5912,OUT013,3,Tier 3,Supermarket Type1,37
DRO59,11.8,1,0.054154252,8,76.9012,OUT046,1,Tier 1,Supermarket Type1,27
DRK12,9.5,1,0.041886317,8,32.39,OUT046,1,Tier 1,Supermarket Type1,27
FDX52,11.5,2,0.042067869,4,194.882,OUT049,2,Tier 1,Supermarket Type1,25
NCL06,14.65,1,0.072006662,3,259.8594,OUT013,3,Tier 3,Supermarket Type1,37
FDP25,15.2,1,0.02118987,12,219.3824,OUT013,3,Tier 3,Supermarket Type1,37
FDE53,10.895,1,0.02685779,4,104.528,OUT013,3,Tier 3,Supermarket Type1,37
FDC35,7.435,1,0.123028674,10,208.1638,OUT049,2,Tier 1,Supermarket Type1,25
FDD16,20.5,1,0.036501185,4,75.8696,OUT018,2,Tier 3,Supermarket Type2,15
NCN42,20.25,1,0.014244729,3,146.9418,OUT049,2,Tier 1,Supermarket Type1,25
FDQ20,8.325,1,0.029831146,2,38.6138,OUT049,2,Tier 1,Supermarket Type1,25
FDI32,17.7,1,0.174373447,2,113.2834,OUT046,1,Tier 1,Supermarket Type1,27
FDW15,15.35,2,0.055113596,7,148.6734,OUT046,1,Tier 1,Supermarket Type1,27
FDI52,18.7,1,0.104678138,4,124.3072,OUT046,1,Tier 1,Supermarket Type1,27
DRM11,6.57,1,0.0,8,261.6278,OUT049,2,Tier 1,Supermarket Type1,25
FDU38,10.8,1,0.082678239,6,190.4504,OUT049,2,Tier 1,Supermarket Type1,25
FDU59,5.78,1,0.096778863,9,161.5552,OUT018,2,Tier 3,Supermarket Type2,15
FDJ10,5.095,2,0.129503664,1,138.6838,OUT046,1,Tier 1,Supermarket Type1,27
FDM13,6.425,1,0.063273547,11,132.8626,OUT049,2,Tier 1,Supermarket Type1,25
FDM45,8.655,2,0.088553998,1,121.7756,OUT018,2,Tier 3,Supermarket Type2,15
FDY32,7.605,1,0.129441977,2,161.221,OUT049,2,Tier 1,Supermarket Type1,25
FDU47,12.8,2,0.113854468,9,141.5838,OUT046,1,Tier 1,Supermarket Type1,27
FDA47,10.5,2,0.116855192,5,163.621,OUT049,2,Tier 1,Supermarket Type1,25
NCN19,13.1,1,0.012118359,12,188.853,OUT049,2,Tier 1,Supermarket Type1,25
FDG02,7.855,1,0.011259035,12,190.2188,OUT035,1,Tier 2,Supermarket Type1,20
FDS31,13.1,2,0.044184016,2,182.4318,OUT035,1,Tier 2,Supermarket Type1,20
NCL07,13.85,1,0.031312479,12,39.148,OUT013,3,Tier 3,Supermarket Type1,37
NCV42,6.26,1,0.031395831,3,110.7228,OUT013,3,Tier 3,Supermarket Type1,37
NCP02,7.105,1,0.044878428,3,59.7562,OUT049,2,Tier 1,Supermarket Type1,25
FDK24,9.195,1,0.0,5,45.6744,OUT049,2,Tier 1,Supermarket Type1,25
FDX46,12.3,2,0.058353501,1,60.5562,OUT018,2,Tier 3,Supermarket Type2,15
FDQ07,15.1,2,0.087334125,2,220.4456,OUT013,3,Tier 3,Supermarket Type1,37
FDW14,8.3,2,0.038270946,6,85.9198,OUT049,2,Tier 1,Supermarket Type1,25
FDV27,7.97,2,0.039956751,7,88.5514,OUT013,3,Tier 3,Supermarket Type1,37
DRD25,6.135,1,0.078906336,8,112.386,OUT013,3,Tier 3,Supermarket Type1,37
DRJ51,14.1,1,0.087993901,6,229.8668,OUT046,1,Tier 1,Supermarket Type1,27
FDE14,13.65,2,0.031445152,12,101.17,OUT046,1,Tier 1,Supermarket Type1,27
FDT08,13.65,1,0.049218499,2,148.905,OUT046,1,Tier 1,Supermarket Type1,27
FDG20,15.5,2,0.125664151,2,176.7028,OUT035,1,Tier 2,Supermarket Type1,20
FDC21,14.6,2,0.04295882,2,108.3254,OUT046,1,Tier 1,Supermarket Type1,27
FDV31,9.8,1,0.107152044,2,177.237,OUT018,2,Tier 3,Supermarket Type2,15
FDV23,11.0,1,0.105836765,9,124.6046,OUT046,1,Tier 1,Supermarket Type1,27
FDC15,18.1,1,0.177969055,6,158.6288,OUT046,1,Tier 1,Supermarket Type1,27
FDU47,12.8,2,0.114031481,9,138.6838,OUT049,2,Tier 1,Supermarket Type1,25
FDE23,17.6,2,0.0,10,46.606,OUT013,3,Tier 3,Supermarket Type1,37
FDS08,5.735,1,0.056913819,2,177.037,OUT013,3,Tier 3,Supermarket Type1,37
FDJ60,19.35,2,0.06278314,5,163.3184,OUT018,2,Tier 3,Supermarket Type2,15
